,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP
5452,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,27395
5453,Volkswagen,diesel,150.0,4.0,MANUAL,front wheel drive,Compact,30,873,22345
5454,Volkswagen,diesel,150.0,4.0,MANUAL,front wheel drive,Compact,30,873,25895
5455,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,22395
5456,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,20395
5457,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,20675
5458,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,27425
5459,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,19595
5460,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,22625
5461,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Compact,25,873,18495
5462,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,25225
5463,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Compact,25,873,20175
5464,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Compact,25,873,19575
5465,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,21275
5466,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,20995
5467,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Compact,25,873,22695
5468,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Compact,25,873,21595
5469,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Compact,25,873,19895
5602,Ford,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,Compact,12,5657,149995
5603,Ford,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,Compact,12,5657,149995
5604,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,26275
5605,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,31695
5606,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,24595
5607,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,25095
5608,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,27375
5610,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,29995
5611,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,29545
5612,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,27845
5613,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,31095
5614,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,28445
5618,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,28945
5619,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,23995
5624,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,25695
5625,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,26875
5626,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,30595
5628,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,27975
5636,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,29895
5637,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,29695
5638,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,30795
5639,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,25300
5640,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,24200
5641,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,25895
5642,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,30995
5643,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,30395
5645,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,28795
5646,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,25095
5647,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,28395
5648,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,27295
5649,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,28195
5650,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,31495
5652,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,24795
5653,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,26195
5656,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,32095
5658,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,27895
5660,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,29295
5664,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,26795
5676,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,26195
5677,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,29695
5678,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Compact,21,873,25095
5679,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,24,873,30795
5723,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,47300
5724,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,49790
5725,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,47850
5726,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,50340
5727,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,50485
5728,Toyota,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,Midsize,27,2031,47870
5729,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,34750
5730,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,31070
5731,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,44140
5732,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,38050
5733,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,41650
5734,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,42680
5735,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,32530
5736,Toyota,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,2031,29765
5737,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,33290
5738,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,36590
5739,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,40190
5740,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,34395
5741,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,38775
5742,Toyota,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,2031,30490
5743,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,42375
5744,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,44990
5745,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,33475
5746,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,43530
5747,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,32015
5748,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,40915
5749,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,Midsize,18,2031,35855
5750,Toyota,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,Midsize,19,2031,37315
6000,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,25270
6001,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Midsize,22,873,26195
6002,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,22,873,24170
6003,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,29525
6004,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,27295
6006,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Midsize,22,873,28200
6008,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,22,873,26420
6009,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,27520
6010,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,29300
6011,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,25045
6014,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,22,873,28425
6016,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Midsize,22,873,23945
6024,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,24535
6025,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,30875
6026,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,28555
6027,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,29775
6028,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,28855
6029,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,27925
6030,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,27455
6032,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,25635
6038,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,26825
6041,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,29955
6044,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,26990
6045,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,24995
6046,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,29325
6047,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,31180
6048,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,31895
6049,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,25560
6050,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,27645
6051,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,30245
6052,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,24210
6053,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,21295
6054,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,28120
6057,Volkswagen,regular unleaded,170.0,5.0,MANUAL,front wheel drive,Compact,23,873,20195
6059,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,28390
6060,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,29220
6061,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,25960
6062,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,26640
6064,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,25540
6065,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,27290
6066,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,21695
6068,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,29495
6069,Volkswagen,regular unleaded,170.0,5.0,MANUAL,front wheel drive,Compact,23,873,20595
6070,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,28395
6071,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,26895
6073,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,28695
6074,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,24395
6075,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,24,873,26195
6078,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,27595
6079,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,25795
6080,Volkswagen,regular unleaded,170.0,5.0,MANUAL,front wheel drive,Compact,23,873,20995
6081,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,27665
6082,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,30265
6083,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,29165
6084,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,23,873,26685
6085,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,23,873,24885
6086,Volkswagen,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,Compact,23,873,22095
6089,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,26565
6092,Volkswagen,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,29,873,29465
6093,Volkswagen,diesel,140.0,4.0,MANUAL,front wheel drive,Compact,30,873,28365
6094,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,22325
6095,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,29280
6096,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,23650
6097,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,25380
6098,Volkswagen,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,31,873,25175
6099,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,26920
6100,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Midsize,25,873,20895
6101,Volkswagen,diesel,150.0,4.0,MANUAL,front wheel drive,Midsize,31,873,21640
6103,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,Midsize,24,873,28020
6104,Volkswagen,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,31,873,22740
6105,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,Midsize,24,873,30380
6107,Volkswagen,diesel,150.0,4.0,MANUAL,front wheel drive,Midsize,31,873,24075
6109,Volkswagen,regular unleaded,115.0,4.0,MANUAL,front wheel drive,Midsize,25,873,16215
6111,Volkswagen,regular unleaded,115.0,4.0,MANUAL,front wheel drive,Midsize,25,873,17325
6112,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,20095
6114,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Midsize,25,873,18995
6115,Volkswagen,diesel,150.0,4.0,MANUAL,front wheel drive,Midsize,31,873,26410
6119,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,31670
6120,Volkswagen,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,Midsize,23,873,18425
6121,Volkswagen,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,31,873,27510
6122,Volkswagen,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,Midsize,23,873,19420
6123,Volkswagen,regular unleaded,115.0,4.0,MANUAL,front wheel drive,Midsize,25,873,18320
6125,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,21995
6126,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,22325
6127,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,23650
6128,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,29280
6129,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,19775
6130,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,25380
6131,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,Midsize,24,873,28020
6132,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,26920
6133,Volkswagen,regular unleaded,150.0,4.0,MANUAL,front wheel drive,Midsize,28,873,18675
6136,Volkswagen,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,21995
6137,Volkswagen,regular unleaded,150.0,4.0,MANUAL,front wheel drive,Midsize,28,873,18995
6138,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,20095
6139,Volkswagen,regular unleaded,170.0,4.0,MANUAL,front wheel drive,Midsize,25,873,20895
6140,Volkswagen,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,42,873,31120
6141,Volkswagen,regular unleaded,150.0,4.0,MANUAL,front wheel drive,Midsize,28,873,17680
6143,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,18780
6144,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,Midsize,24,873,30380
6148,Volkswagen,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,24,873,28995
6149,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,21995
6150,Volkswagen,regular unleaded,150.0,4.0,MANUAL,front wheel drive,Midsize,28,873,20895
6151,Volkswagen,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,Midsize,28,873,18995
6152,Volkswagen,regular unleaded,150.0,4.0,MANUAL,front wheel drive,Midsize,28,873,17895
6153,Volkswagen,premium unleaded (recommended),170.0,4.0,AUTOMATIC,front wheel drive,Midsize,25,873,24995
6154,Volkswagen,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,Midsize,23,873,27895
6347,Toyota,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,Midsize,13,2031,80155
6348,Toyota,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,Midsize,13,2031,83825
6349,Toyota,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,Midsize,13,2031,84325
6513,Ford,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,2000
6514,Ford,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,2000
6519,Ford,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,2000
6520,Ford,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,2000
6712,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,19685
6713,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,Compact,21,2031,20755
6714,Toyota,regular unleaded,158.0,4.0,MANUAL,front wheel drive,Compact,21,2031,19565
6715,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,Compact,20,2031,21715
6716,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,26,2031,18845
6717,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,Compact,20,2031,21715
6718,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,26,2031,18845
6719,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,Compact,21,2031,20755
6720,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,19685
6721,Toyota,regular unleaded,158.0,4.0,MANUAL,front wheel drive,Compact,21,2031,19565
6722,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,20115
6723,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,Compact,20,2031,22415
6724,Toyota,regular unleaded,158.0,4.0,MANUAL,front wheel drive,Compact,21,2031,20265
6725,Toyota,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,Compact,21,2031,21455
6726,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,26,2031,19275
7008,Toyota,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Compact,22,2031,25645
7009,Toyota,premium unleaded (required),138.0,4.0,MANUAL,rear wheel drive,Compact,23,2031,24645
7010,Toyota,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Compact,23,2031,25895
7011,Toyota,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,Compact,23,2031,24895
7012,Toyota,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Compact,23,2031,26145
7013,Toyota,regular unleaded,138.0,4.0,MANUAL,rear wheel drive,Compact,23,2031,25145
7014,Toyota,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,Compact,19,2031,2000
7015,Toyota,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,Compact,18,2031,2078
7016,Toyota,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,Compact,18,2031,2254
7017,Toyota,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,Compact,19,2031,2000
7018,Toyota,regular unleaded,135.0,4.0,MANUAL,rear wheel drive,Compact,19,2031,2038
7019,Toyota,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,Compact,18,2031,2462
7064,Ford,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,Compact,16,5657,3550
7065,Ford,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,Compact,16,5657,3206
7066,Ford,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,Compact,16,5657,3654
7067,Ford,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,Compact,16,5657,4059
7068,Ford,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,Compact,15,5657,4584
7069,Ford,regular unleaded,320.0,8.0,MANUAL,rear wheel drive,Compact,15,5657,5193
7070,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,41800
7071,Ford,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,Midsize,17,5657,29300
7072,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,22,5657,34800
7073,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,22,5657,25300
7074,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,46170
7075,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,32300
7076,Ford,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,Midsize,17,5657,23800
7077,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,22,5657,29300
7078,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,36300
7079,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,36395
7080,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,32395
7081,Ford,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,Midsize,17,5657,24145
7082,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,20,5657,35145
7083,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,22,5657,29645
7084,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,41895
7085,Ford,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,Midsize,17,5657,29645
7086,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,22,5657,25645
7087,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,21,5657,25645
7088,Ford,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,Midsize,18,5657,24645
7089,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,21,5657,29645
7090,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,14,5657,42145
7091,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,36645
7092,Ford,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,Midsize,21,5657,35145
7093,Ford,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,Midsize,15,5657,32645
7189,Volkswagen,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,Compact,20,873,20990
7190,Volkswagen,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,Compact,20,873,20525
7192,Volkswagen,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,Compact,20,873,24315
7193,Volkswagen,regular unleaded,150.0,5.0,MANUAL,front wheel drive,Compact,20,873,17475
